ds,y
2018-01-01,58.0
2018-01-02,10.0
2018-01-04,8.0
2018-01-05,30.0
2018-01-06,47.0
2018-01-07,28.0
2018-01-08,5.0
2018-01-09,15.0
2018-01-10,35.0
2018-01-11,23.0
2018-01-12,57.0
2018-01-13,59.0
2018-01-14,63.0
2018-01-16,22.0
2018-01-17,13.0
2018-01-18,15.0
2018-01-19,24.0
2018-01-20,55.0
2018-01-21,66.0
2018-01-24,17.0
2018-01-25,12.0
2018-01-26,45.0
2018-01-27,50.0
2018-01-28,28.0
2018-01-30,22.0
2018-01-31,6.0
2018-02-01,10.0
2018-02-02,40.0
2018-02-03,39.0
2018-02-04,27.0
2018-02-05,11.0
2018-02-06,5.0
2018-02-08,12.0
2018-02-09,21.0
2018-02-10,55.0
2018-02-11,43.0
2018-02-12,20.0
2018-02-13,23.0
2018-02-14,53.0
2018-02-15,53.0
2018-02-16,22.0
2018-02-17,51.0
2018-02-18,27.0
2018-02-19,32.0
2018-02-20,13.0
2018-02-21,5.0
2018-02-22,12.0
2018-02-23,38.0
2018-02-24,33.0
2018-02-25,37.0
2018-02-26,5.0
2018-02-27,9.0
2018-02-28,21.0
2018-03-02,35.0
2018-03-03,21.0
2018-03-04,46.0
2018-03-05,8.0
2018-03-06,9.0
2018-03-08,12.0
2018-03-09,24.0
2018-03-10,30.0
2018-03-11,47.0
2018-03-13,6.0
2018-03-14,21.0
2018-03-15,14.0
2018-03-16,32.0
2018-03-17,27.0
2018-03-18,28.0
2018-03-19,12.0
2018-03-20,17.0
2018-03-21,12.0
2018-03-22,16.0
2018-03-23,15.0
2018-03-24,45.0
2018-03-25,33.0
2018-03-26,11.0
2018-03-27,22.0
2018-03-28,17.0
2018-03-29,18.0
2018-03-30,59.0
2018-03-31,31.0
2018-04-01,44.0
2018-04-02,16.0
2018-04-03,9.0
2018-04-06,26.0
2018-04-07,58.0
2018-04-08,41.0
2018-04-09,0.0
2018-04-18,9.0
2018-04-19,8.0
2018-04-20,36.0
2018-04-21,41.0
2018-04-22,32.0
2018-04-23,7.0
2018-04-24,18.0
2018-04-26,18.0
2018-04-27,40.0
2018-04-28,24.0
2018-04-29,11.0
2018-04-30,29.0
2018-05-01,48.0
2018-05-02,12.0
2018-05-04,26.0
2018-05-05,48.0
2018-05-06,20.0
2018-05-08,13.0
2018-05-10,29.0
2018-05-11,24.0
2018-05-12,38.0
2018-05-13,46.0
2018-05-14,9.0
2018-05-15,7.0
2018-05-16,16.0
2018-05-18,51.0
2018-05-19,38.0
2018-05-20,33.0
2018-05-21,12.0
2018-05-22,23.0
2018-05-23,29.0
2018-05-24,14.0
2018-05-25,48.0
2018-05-26,36.0
2018-05-27,25.0
2018-05-28,51.0
2018-05-29,27.0
2018-05-31,18.0
2018-06-01,39.0
2018-06-02,31.0
2018-06-03,16.0
2018-06-06,31.0
2018-06-07,15.0
2018-06-08,45.0
2018-06-09,44.0
2018-06-10,22.0
2018-06-11,17.0
2018-06-12,21.0
2018-06-13,26.0
2018-06-14,20.0
2018-06-15,54.0
2018-06-16,35.0
2018-06-17,17.0
2018-06-18,13.0
2018-06-19,11.0
2018-06-22,41.0
2018-06-23,54.0
2018-06-24,25.0
2018-06-26,18.0
2018-06-27,23.0
2018-06-29,43.0
2018-06-30,28.0
2018-07-02,10.0
2018-07-04,23.0
2018-07-05,24.0
2018-07-06,46.0
2018-07-07,46.0
2018-07-08,21.0
2018-07-10,20.0
2018-07-11,27.0
2018-07-12,12.0
2018-07-13,54.0
2018-07-14,49.0
2018-07-15,23.0
2018-07-16,7.0
2018-07-18,29.0
2018-07-19,20.0
2018-07-20,43.0
2018-07-21,44.0
2018-07-22,46.0
2018-07-23,19.0
2018-07-24,23.0
2018-07-25,17.0
2018-07-27,38.0
2018-07-29,25.0
2018-07-30,17.0
2018-08-02,15.0
2018-08-03,37.0
2018-08-04,30.0
2018-08-05,23.0
2018-08-06,20.0
2018-08-08,50.0
2018-08-09,43.0
2018-08-10,36.0
2018-08-11,28.0
2018-08-12,14.0
2018-08-13,12.0
2018-08-14,14.0
2018-08-15,29.0
2018-08-16,20.0
2018-08-17,63.0
2018-08-18,55.0
2018-08-19,17.0
2018-08-21,23.0
2018-08-22,53.0
2018-08-23,28.0
2018-08-24,36.0
2018-08-25,32.0
2018-08-26,20.0
2018-08-27,13.0
2018-08-28,17.0
2018-08-29,14.0
2018-08-31,57.0
2018-09-01,79.0
2018-09-02,29.0
2018-09-04,22.0
2018-09-05,10.0
2018-09-06,26.0
2018-09-07,66.0
2018-09-08,61.0
2018-09-09,31.0
2018-09-10,7.0
2018-09-11,17.0
2018-09-12,11.0
2018-09-13,20.0
2018-09-14,39.0
2018-09-15,46.0
2018-09-16,17.0
2018-09-18,24.0
2018-09-19,24.0
2018-09-20,22.0
2018-09-21,54.0
2018-09-22,47.0
2018-09-23,25.0
2018-09-25,28.0
2018-09-26,23.0
2018-09-27,7.0
2018-09-28,54.0
2018-09-29,58.0
2018-09-30,27.0
2018-10-01,25.0
2018-10-02,12.0
2018-10-03,20.0
2018-10-04,27.0
2018-10-05,43.0
2018-10-06,53.0
2018-10-07,33.0
2018-10-08,10.0
2018-10-09,27.0
2018-10-10,18.0
2018-10-11,21.0
2018-10-12,45.0
2018-10-13,55.0
2018-10-14,29.0
2018-10-15,14.0
2018-10-16,21.0
2018-10-17,14.0
2018-10-18,42.0
2018-10-19,53.0
2018-10-20,41.0
2018-10-21,12.0
2018-10-23,19.0
2018-10-25,9.0
2018-10-26,58.0
2018-10-27,41.0
2018-10-28,27.0
2018-10-29,7.0
2018-10-30,31.0
2018-10-31,23.0
2018-11-01,18.0
